"","Arbol","Bloque","Longitud","Latitud","X_UTM","Y_UTM","Altitud","AltRan","Fungicida","Nutrimento","Rep","Muestreo","DDA","Anio","AcicR","Abs","TotalAc","Inc","Sevmed","Sevmin","Sevmax","LonBrot","indcol","Afmed","Afmax","Afmin","Aftotal","CA","RA","Color","trat","ABCPEIC"
"1",1,"Alta",-97.990875,19.722336,605747.8559,2181069.77,2979.3,"Baja",1,1,1,1,0,2016,74,25,99,0.9,0.150333333,0,0.4,7.25,13.53,0.239366667,0.275,0.194,7.181,25.25252525,74.74747475,1,11,0
"2",2,"Alta",-97.99091,19.722218,605744.2655,2181056.689,2979.3,"Baja",1,2,1,1,0,2016,129,2,131,1,0.331,0.136666667,0.666666667,12.9,33.1,0.374486667,0.4365,0.3083,11.2346,1.526717557,98.47328244,1,12,0
"3",3,"Alta",-97.99095,19.72206,605740.1774,2181039.178,2979.5,"Baja",2,2,1,1,0,2016,69,2,71,0.766666667,0.346666667,0,0.583333333,5.1,26.57777778,0.196066667,0.217,0.163,5.882,2.816901408,97.18309859,1,22,0
"4",4,"Alta",-97.990814,19.722008,605754.4645,2181033.508,2980,"Baja",1,2,2,1,0,2016,33,6,39,1,0.351,0.21,0.573333333,3.9,35.1,0.3699,0.411,0.286,11.097,15.38461538,84.61538462,1,12,0
"5",5,"Alta",-97.99093,19.72194,605742.3524,2181025.91,2984.3,"Baja",2,1,1,1,0,2016,98,20,118,1,0.383666667,0.196666667,0.56,9.25,38.36666667,0.362433333,0.4825,0.29,10.873,16.94915254,83.05084746,1,21,0
"6",6,"Alta",-97.99107,19.721893,605727.7112,2181020.621,2992.3,"Alta",1,3,1,1,0,2016,71,15,86,1,0.248666667,0.116666667,0.366666667,5,24.86666667,0.225366667,0.245,0.189,6.761,17.44186047,82.55813953,1,13,0
"7",7,"Alta",-97.991104,19.721735,605724.2519,2181003.114,2990.8,"Alta",1,3,2,1,0,2016,68,3,71,1,0.403333333,0.266666667,0.566666667,6.8,40.33333333,0.254933333,0.292,0.224,7.648,4.225352113,95.77464789,1,13,0
"8",8,"Alta",-97.990974,19.72165,605737.9319,2180993.788,2991,"Alta",2,3,1,1,0,2016,44,5,49,0.933333333,0.412666667,0,0.633333333,4.5,38.51555556,0.316033333,0.432,0.265,9.481,10.20408163,89.79591837,1,23,0
"9",9,"Alta",-97.9911,19.721706,605724.6902,2180999.907,2991.2,"Alta",2,2,2,1,0,2016,92,4,96,1,0.330666667,0.16,0.526666667,7.7,33.06666667,0.324533333,0.361,0.253,9.736,4.166666667,95.83333333,1,22,0
"10",10,"Alta",-97.99113,19.721746,605721.5199,2181004.316,2990.9,"Alta",3,1,1,1,0,2016,92,15,107,1,0.289,0.173333333,0.526666667,9.55,28.9,0.4083,0.466,0.325,12.249,14.01869159,85.98130841,1,31,0
"11",11,"Alta",-97.99111,19.721792,605723.5856,2181009.419,2991.1,"Alta",3,2,1,1,0,2016,99,5,104,1,0.191333333,0.093333333,0.443333333,9.3,19.13333333,0.281733333,0.323,0.237,8.452,4.807692308,95.19230769,2,32,0
"12",12,"Alta",-97.99111,19.72187,605723.5343,2181018.051,2992.4,"Alta",2,1,2,1,0,2016,100,3,103,1,0.135333333,0.003333333,0.416666667,6.7,13.53333333,0.271733333,0.3,0.229,8.152,2.912621359,97.08737864,2,21,0
"13",13,"Alta",-97.99114,19.721897,605720.3726,2181021.02,2993.1,"Alta",3,2,2,1,0,2016,79,4,83,0.933333333,0.28,0,0.55,5.5,26.13333333,0.2375,0.278,0.213,7.125,4.819277108,95.18072289,3,32,0
"14",14,"Alta",-97.99106,19.722075,605728.6395,2181040.769,2979.2,"Baja",3,3,1,1,0,2016,60,6,66,1,0.382666667,0.193333333,0.766666667,4.8,38.26666667,0.2357,0.302,0.179,7.071,9.090909091,90.90909091,1,33,0
"15",15,"Alta",-97.99085,19.722488,605750.3759,2181086.607,2973.2,"Baja",3,1,2,1,0,2016,47,86,133,1,0.593666667,0.396666667,0.716666667,10.25,59.36666667,0.314733333,0.364,0.254,9.442,64.66165414,35.33834586,1,31,0
"16",16,"Alta",-97.99083,19.72246,605752.4903,2181083.521,2973.3,"Baja",2,3,2,1,0,2016,176,18,194,0.233333333,0.003,0,0.03,12.65,0.07,0.2792,0.308,0.256,8.376,9.278350515,90.72164948,1,23,0
"17",17,"Alta",-97.99077,19.722294,605758.8875,2181065.187,2978.5,"Baja",1,1,2,1,0,2016,102,5,107,0.733333333,0.019333333,0,0.043333333,8.5,1.417777778,0.244,0.283,0.199,7.32,4.672897196,95.3271028,1,11,0
"18",18,"Alta",-97.99089,19.722174,605746.3904,2181051.832,2979.5,"Baja",3,3,2,1,0,2016,85,40,125,1,0.273666667,0.186666667,0.363333333,14.4,27.36666667,0.286466667,0.317,0.257,8.594,32,68,1,33,0
"19",19,"Media",-97.99092,19.722073,605743.3129,2181040.635,2980.2,"Baja",1,3,1,1,0,2016,81,17,98,1,0.122333333,0.026666667,0.26,7.9,12.23333333,0.3537,0.397,0.302,10.611,17.34693878,82.65306122,1,13,0
"20",20,"Media",-97.991,19.722105,605734.9078,2181044.127,2980.2,"Baja",3,1,1,1,0,2016,140,10,150,1,0.199666667,0.023333333,0.693333333,8.5,19.96666667,0.381133333,0.428,0.309,11.434,6.666666667,93.33333333,2,31,0
"21",21,"Media",-97.991005,19.72215,605734.3542,2181049.104,2979.7,"Baja",3,2,1,1,0,2016,102,10,112,0.133333333,0.000333333,0,0.003333333,7.4,0.004444444,0.1965,0.224,0.128,5.895,8.928571429,91.07142857,1,32,0
"22",22,"Media",-97.991005,19.722137,605734.3628,2181047.665,2979.8,"Baja",3,3,1,1,0,2016,119,2,121,0.966666667,0.164333333,0,0.316666667,9.766666667,15.88555556,0.439566667,0.496,0.345,13.187,1.652892562,98.34710744,1,33,0
"23",23,"Media",-97.990944,19.722,605740.8457,2181032.541,2979.4,"Baja",1,2,1,1,0,2016,110,3,113,0.966666667,0.159,0,0.323333333,8.6,15.37,0.330333333,0.384,0.269,9.91,2.654867257,97.34513274,2,12,0
"24",24,"Media",-97.99107,19.722033,605727.6192,2181036.115,2979.4,"Baja",1,3,2,1,0,2016,108,2,110,0.566666667,0.009333333,0,0.056666667,11.2,0.528888889,0.48,0.532,0.397,14.4,1.818181818,98.18181818,2,13,0
